question,tag,length,is_question,is_tech,is_job,group,count_techs,is_domain
What skills should I learn to become a full-stack developer in Android development?,web developer,83,1,1,1,0,1,1
What plan should I follow in order to become a full stack Java developer?,web developer,73,1,1,1,0,1,1
Is the amount of time required to become a full-stack developer now significantly more than the amount of time required to become a full-stack developer 5-10 years ago?,web developer,168,1,1,1,1,1,1
What is the best way to start coding to become a full stack web developer in ASP.NET?,web developer,85,1,1,1,0,2,1
Is learning Java good for full stack web development?,web developer,53,1,1,1,0,2,1
"As a .Net developer who wants to become a full stack, do I need to learn Node.js?",web developer,81,1,1,1,0,2,1
What all skills should I possess to become a full stack developer with two years of experience in Java development?,web developer,115,1,1,1,0,1,1
What is the graph of software developer to become best full stack developer in iOS?,web developer,83,1,1,1,0,1,1
Where can I learn to become a professional full stack Javascript Developer?,web developer,75,1,1,1,0,2,1
"What skills does an experienced C++ developer, with much server-side experience (databases & grid computing), need to become a ""full stack"" developer?",web developer,150,1,1,1,1,1,1
Are there more job opportunities in Android development or in becoming a full stack developer?,web developer,94,1,1,1,0,1,1
What are the programing languages I have to learn after JS jQuery in Angular2 to become a full stack developer?,web developer,111,1,1,1,0,2,1
Where should I go from here to become a full stack developer?,web developer,61,1,1,1,0,1,1
Are there any books for the overview of full stack developer? As in what are the possible steps/layers that one has to go through to become a full stack developer?,web developer,163,1,1,1,1,1,1
"What technologies, frameworks or languages do I need to know to become a Full Stack .Net developer?",web developer,99,1,1,1,0,1,1
"At 37 years of age, is it too late to become a full-stack JavaScript developer? Is full-stack JS dev a passing phase?",web developer,117,1,1,1,0,2,1
Can I become a full stack developer in one month and learn Python and JavaScript very well?,web developer,91,1,1,1,0,3,1
"What do I need to learn to become a full-stack developer? Currently, I am a C# and a .Net developer.",web developer,100,1,1,1,0,2,1
Which are the best sites and courses to learn full stack web development so that I can become a good freelancer?,web developer,112,1,1,1,0,1,1
can I become freelancer as a full-stack developer without CSS knowledge?,web developer,72,1,1,1,0,1,1
Can I learn JavaScript to become a full-stack developer?,web developer,56,1,1,1,0,2,1
"What should I do to become a full stack developer? Should I master Node.js, MongoDB, etc, or just touch the subjects?",web developer,117,1,1,1,0,3,1
Must I learn command line and shell scripting if I want to become a full stack developer?,web developer,89,1,1,1,0,1,1
"Which one is the best career choice, becoming an iOS developer or a Python full stack developer?",web developer,96,1,1,1,0,2,1
"If I want to become a full stack developer, does it make sense to learn SQL first?",web developer,82,1,1,1,0,1,1
"Currently I'm a system administrator proficient in python, I want to become a full stack developer, What tools or framework I need to learn?",web developer,140,1,1,1,1,1,1
I need a six months plan to become a full stack web developer using JavaScript. What should I do?,web developer,97,1,1,1,0,2,1
What kind of shell knowledge I need to know to become a proficient full stack/backend developer?,web developer,96,1,1,1,0,1,1
"I don't want to become a full stack web developer, but is it worth learning C#?",web developer,79,1,1,1,0,1,1
Is it necessary to master JavaScript to become a full stack developer given that I'm learning Ruby on Rails as well?,web developer,116,1,1,1,0,4,1
Which one is best (ReactJs or Angular) to become full-stack developer along with the c#?,web developer,88,1,1,1,0,2,1
Can I become a full stack developer by going to a boot camp?,web developer,60,1,1,1,0,1,1
What are the basic things one should know to become a full stack .NET developer?,web developer,80,1,1,1,0,1,1
"As a React.JS developer, what is more beneficial, learning Node.js as a backend to become a full-stack developer or learning React Native to develop mobile applications?",web developer,169,1,1,1,1,3,1
Is it important to be good in math in order to become a full stack developer or a genius programmer?,web developer,100,1,1,1,0,1,1
What skills do the JavaScript full stack developers need to become a good programmer?,web developer,85,1,1,1,0,3,1
"I have learned Node.js, Angular.js, JavaScript,HTML5 and CSS, PL/SQL which other technologies should I Iearn to become a full stack developer?",web developer,142,1,1,1,1,8,1
C Vs Java: Which base programming language should someone who wants to become a full stack web developer learn?,web developer,111,1,1,1,0,1,1
"Is it a good idea to learn HTML, CSS, JavaScript, and a programming language of your choice at the same time if you want to become a full stack developer? Or should you just do one at a time?",web developer,191,1,1,1,1,5,1
Why are JavaScript frameworks like Angular and React becoming mandatory skills for a full stack developer in the market?,web developer,120,1,1,1,0,3,1
What skills and technologies do I need to learn to become a good Ruby full-stack developer?,web developer,91,1,1,1,0,2,1
Which coding language should I learn after HTML5 and CSS3 to become a full stack developer?,web developer,91,1,1,1,0,2,1
What are the most important topics for becoming a full stack Android developer?,web developer,79,1,1,1,0,1,1
"What are the minimum required skills for web developers (HTML, CSS, JS and Node.js) to start working?",web developer,101,1,1,1,0,3,1
What are the minimum set of required computer science skills for a web developer who does not have a CS degree to be a good programmer? I would be glad if you mention how to get those skills without attending a college?,web developer,219,1,1,1,1,1,1
What are the top 10 most valuable skills you can have as a PHP web developer?,web developer,77,1,1,1,0,1,1
What skills does a Java web developer require to join investment banks like JPMorgan Chase?,web developer,91,1,1,1,0,1,1
What skills does it require to be hired as a Web Developer in tech giants like Google and Facebook?,web developer,99,1,1,1,0,1,1
"What technical skills (web development, AI, ML, etc.) are required to get a job at Google, Microsoft, or Facebook?",web developer,114,1,1,1,0,1,1
What are the entry-level skills required to get a job as a C# ASP.NET MVC web developer?,web developer,88,1,1,1,0,3,1
What set of skills or goals are required for employable as junior Web developer for a fresher?,web developer,94,1,1,1,0,1,1
What are the skills required for a freelancing PHP web developer?,web developer,65,1,1,1,0,1,1
What are the essential skills required for a web developer to contribute to Drupal?,web developer,83,1,1,1,0,1,1
"What kind of coding skills are required for engineering campus placements? Do we need the basic coding and algorithm skills or do we need to have skills such as web development, ML, and other stuffs? And also is it a must that we should know CPP?",web developer,246,1,1,1,1,1,1
"What should I learn to become a Python web developer? What are the skills required to become one? Should I learn celery, ORM and resting API? I am a beginner please guide me.",web developer,174,1,1,1,1,1,1
I'm having 4+ years of experience in PHP web development. What are the skills are required to move into big data domain. And which designation is good to move from PHP developer?,web developer,178,1,1,1,1,2,1
How do companies work? What skills are required to get a good job in web development? What is a list of all web development companies in the market?,web developer,148,1,1,1,1,1,1
"What are the comtuter skills required to know to pursue MBA successfully? Do I need to know the Web development, python, programming languages etc to pursue MBA successfully?",web developer,174,1,1,1,1,1,1
Which Java Web Development skills are required for front end developer?,web developer,71,1,1,1,0,1,1
"How do you bridge from a ""beginner"" web developer using HTML, CSS, and JS to a paid role utilizing these skills requiring 3-5 years paid experience?",web developer,148,1,1,1,1,2,1
"Being a web designer with having front end skills, what should be the knowledge required to attract jobs in angular development (provided I am new to angular)?",web developer,159,1,1,1,1,1,1
Does a web development course require advanced C++ or programming skills?,web developer,73,1,1,1,0,1,1
"I'm learning web development through the Udemy course by Andrei Neagoie. Is this sufficient to equip me with the hands-on skills, minimally required to start working on applications? Or, should I simultaneously learn other skills from other sources?",web developer,249,1,1,1,1,1,1
Why do so many iOS internships require web developer skills? Should I learn it?,web developer,79,1,1,1,0,1,1
"Do enterprise IT web development jobs (typically using Java or .NET) require ""full-stack"" skills with front-end work?",web developer,117,1,1,1,0,2,1
"Can one translate their web developer skills into automation fairly easily, or does it require to learn specific algorithms as well?",web developer,132,1,1,1,1,1,1
"I have a Business idea n i need Web developers. Is anyone interested in doing the job? Skills required are Javascript,Flash,Jquery,PHP etc . If anyone interested ,please provide your contact details here.",web developer,204,1,1,1,1,4,1
How do I begin with front end development? What skills are required to be a good front end developer?,web developer,101,1,1,1,0,1,1
"I'm a Java Software developer and I want to change my job as a front end developer using Angular 2, what is the skilled required for this?",web developer,138,1,1,1,1,2,1
What is to be a good front end developer ? what are the skills require for a fresher to be a part of the company as a front end developer?,web developer,138,1,1,1,1,1,1
What are the components or skills set of Core Java? What are the tools or frameworks required for Java front-end development?,web developer,125,1,1,1,0,1,1
"For good logical skills as well as coding skills, one should be well versed in data structures and algorithms. Similarly, is there any theoretical knowledge required for those who are involved in UI/front-end development, that they should study?",web developer,245,1,1,1,1,1,1
Where can I get a MEAN stack developer or front-end (Angular) developer job in India as a fresher in CSE 2018 passed out graduate as I already have the required skills and technologies?,web developer,185,1,1,1,1,1,1
How much skill is required as a front-end developer to get a job at Google?,web developer,75,1,1,1,0,1,1
What is the skill set required for a Java full stack developer (fresher)? What are some technologies?,web developer,101,1,1,1,0,1,1
What are the skills required for a PHP full stack developer with 5 years of experience?,web developer,87,1,1,1,0,1,1
What skills are required for a .NET full stack developer? What is the sequence to learn technical skills as a fresher?,web developer,118,1,1,1,0,1,1
I am 23yr old working in IT as a full Stack developer (spring+Angular) with 1year experience. I want to get into product based company. Can you list all the skills I'll be requiring to get into product based company?,web developer,216,1,1,1,1,2,1
How do I become a data scientist without going to college/having a degree?,data science,74,1,1,1,0,1,1
"What are the skills needed to become a data analyst, does one need to be good at math to be one, and how is the life of a data analyst?",data science,135,1,1,1,1,1,1
What is recipe of becoming a good data scientist?,data science,49,1,1,1,0,1,1
Do you know any good programs on how to become a data science team lead?,data science,72,1,1,1,0,1,1
How good do you have to be in math to be a good data scientist?,data science,63,1,1,1,0,1,1
How do I apply for a Data Science internship at Google?,data science,55,1,1,1,0,1,1
How does Google take interns? What should one do to become eligible for a data science/machine learning intern at Google? What is the hiring process?,data science,149,1,1,1,1,1,1
Is the Edvancer online course good for data science?,data science,52,1,1,1,0,1,1
How can a Java developer become a data scientist?,data science,49,1,1,1,0,1,1
How would you go about developing a 5-year plan in order to become a good data science/data engineering-related consultant?,data science,123,1,1,1,0,1,1
"How are data science skills important in order to become a successful computer vision professional? Nowadays, mostly computer vision professionals require to have good data analytics skills.",data science,190,1,1,1,1,1,1
How do I become very good with data structures and data science so that I can apply as a data scientist in Google?,data science,114,1,1,1,0,1,1
"How much it is important to know about IR, NLP and topic modelling to become a good data scientist? How relevant are these to data science?",data science,139,1,1,1,1,1,1
"How can I become a data scientist, with a bachelor’s degree in social science, but now I am learning Python, maths, etc, and next I will do a MicroMasters program from UC San Diego in data science? Is this the right way toward data science?",data science,240,1,1,1,1,2,1
How can I become a data scientist in a leading tech firm doing cutting-edge data science work? I'm already a data scientist with some end-to-end data science project experience but got into a new role doing data visualization type of work.,data science,239,1,1,1,1,1,1
How much statistics knowledge is necessary to become a good data scientist? Any practical guide/source/book to learn statistics that is just about enough for data science purposes?,data science,180,1,1,1,1,1,1
How are the chances of becoming a data analyst for a 7-year experienced Indian public sector bank manager with certification in data science using Python?,data science,154,1,1,1,1,1,1
"How did Python overtake R, in becoming the leader in Data Science and Machine Learning applications?",data science,100,1,1,1,0,1,1
How can I become an expert in data science (machine learning) having a basic idea of C/C++ programming? What are some courses or books available for free or cheap?,data science,163,1,1,1,1,1,1
"How can a life science graduate who is working on SAS with a CRO become a data scientist, what process does he have to undergo to reach the mountain of data science?",data science,165,1,1,1,1,1,1
How long does it take for a beginner to become very good at Data Science?,data science,73,1,1,1,0,1,1
How can an M.Sc. in data science student become a good data journalist?,data science,71,1,1,1,0,1,1
"How do I know what I want to become, an Android developer or a data analyst? How do I find my interest in the computer science field?",data science,133,1,1,1,1,1,1
How do I learn computer science or data science without going to college?,data science,73,1,1,1,0,1,1
"I have no background in coding or Computer science. I want to become a sports analyst, I find data and deriving information from that very interesting. How do I go about becoming a data analyst and eventually a sports analyst, thereafter?",data science,238,1,1,1,1,1,1
"Jobs and Careers in Data Science: How did the people without a degree in statistics become successful data scientists and work in high tech companies like (google ,quora, facebook..etc)?",data science,186,1,1,1,1,1,1
How can I become good at data science by learning on my own? What are the resources to get idea from and understand data science?,data science,129,1,1,1,1,1,1
"Would it be better for a person without any formal education to learn Python or SQL first and, best case scenario, how long would it take to become ""hireable""? I am hoping to get into data science or DBM but I would also consider web development.",data science,246,1,1,1,1,2,1
I am a computer science undergrad with hands-on experience in programming. I am fairly good with data structures (working towards being pretty good at this). How long can it take to become a junior data scientist?,data science,213,1,1,1,1,1,1
Can I apply the machine learning algorithms without knowing how they really work to solve data science problem and become data scientist?,data science,137,1,1,1,1,1,1
How can you prepare for online data science competitions? How much time do you need until you become good at it? What are the prerequisites?,data science,140,1,1,1,1,1,1
"How do I become a financial data scientist? I want to apply programming, mathematics, & finance in a single job. I have a Bachelor's degree in computer science, I am good with Java & C++, and I am learning R & Python. What should be my next step?",data science,246,1,1,1,1,4,1
How did you become interested in data science? Did you go to school for it or self-educate?,data science,91,1,1,1,0,1,1
Could Julia become more commonly-used than R for data science and analysis? How long would it take for that to happen?,data science,118,1,1,1,0,1,1
How does the older generation in government view the fact that data science is impacting government policies and will continue becoming more relevant?,data science,150,1,1,1,1,1,1
"How can the government play a role in protecting our civil liberties as ""big data"" and data science is becoming an integral part of our daily lives?",data science,148,1,1,1,1,1,1
"How sustainable is a career in data science? Are current knowledge & skills going to be like those in computer science, where every technology and platform can potentially become irrelevant and obsolete within next few years?",data science,225,1,1,1,1,1,1
"How good is the coglitics.com course for learning IBM Cognos Analytics? If I invest money in this course, will I become professional in this? I am doing a master's in applied statistics and data science.",data science,203,1,1,1,1,1,1
How I can become CFA? Currently I am pursuing MBA in finance and I am considering to take 6 month data science course until I complete my MBA. So my question is would data science help me in my career or I should go with financial analyst course.,data science,246,1,1,1,1,1,1
How do I become fluent in Python for data analytics and data science?,data science,69,1,1,1,0,1,1
"I am joining Deloitte as an associate analyst, How do I shape my career so as to become a good data scientist in future? I have graduated from Fergusson college, Pune in Computer science subject",data science,194,1,1,1,1,1,1
How do I start loving to code in python and also learn data science very fast and become a pro in it in a very short time? How much time should I spend in a day to learn it and what are the resources I should stick to?,data science,218,1,1,1,1,1,1
Which is better for data analysis: R or Python?,data science,47,1,1,1,0,1,1
What are the Python libraries that are used by data scientists?,data science,63,1,1,1,0,1,1
Is Java a useful language for a data scientist?,data science,47,1,1,1,0,1,1
What are some good thesis topics in data science?,data science,49,1,1,1,0,1,1
Is 'Master of Science in CSE' offered by Harvard a good choice if I want to become a Data Scientist?,data science,100,1,1,1,0,1,1
I've followed John Hopkins University's data science MOOC. Where should I go from here to learn more on Data Sciences and become a Junior Data Scientist?,data science,153,1,1,1,1,1,1
Will Julia become more popular than Python for data science?,data science,60,1,1,1,0,2,1
Will Swift become more popular than Python for data science and machine learning?,data science,81,1,1,1,0,2,1
"Should I go for a MSc Data Science or MSc Computer Science to become a Data Scientist, after my BSc Physics?",data science,108,1,1,1,0,1,1
What are some good books that someone who is starting out in data science should read?,data science,86,1,1,1,0,1,1
Why is Python starting to become a trending language for server backend and data science when it’s slower (on average) than compiled languages such as Java and C++?,data science,164,1,1,1,1,3,1
What are some tips on becoming really good at data science competitions like Kaggle?,data science,84,1,1,1,0,1,1
"Is it better to study software engineering with a data science focus, or to study pure data science if the goal is to become a data engineer?",data science,141,1,1,1,1,1,1
Why do data scientists need to learn Python?,data science,44,1,1,1,0,1,1
Why didn't Ruby become popular for data science like Python did?,data science,64,1,1,1,0,2,1
Has Clojure/Incanter any chance to become really popular (like Python or R) in the data science area?,data science,101,1,1,1,0,1,1
Is two years enough for a non computer science graduate to become a data scientist? I know a little Java and Hadoop. Where should I start?,data science,138,1,1,1,1,2,1
"I'm 45, don't have a technical degree, but have taken a few computer science classes. I'd be starting with a blank slate but am willing to go back to school. Are there entry-level jobs for someone like me? Am I too old to become a data scientist?",data science,246,1,1,1,1,1,1
Is INTP good at becoming a data scientist?,data science,42,1,1,1,0,1,1
What are the skills that I need to become a data scientist? What are the AWS products used in data science and can someone suggest relevant AWS online courses?,data science,159,1,1,1,1,1,1
"Should I learn Java or C++ besides Python, to become good in Machine Learning/Data Science?",data science,91,1,1,1,0,4,1
Is it necessary to learn both Python and R in order to become a data scientist?,data science,79,1,1,1,0,1,1
What new programming languages has the highest possibility to become popular in data science as Python and R?,data science,109,1,1,1,0,1,1
Should a student become a competent software engineer before going into data science?,data science,85,1,1,1,0,1,1
"What should be the learning sequence (among the following skills) to become a Data scientist - Tableau, Data Analysis, SQL, Data Science and Python (please indicate if any skill(s) is redundant?",data science,194,1,1,1,1,2,1
I am planning to take B.Tech computer science engineering in data science. Is it a good option? Will data science be in demand after 4-5 years or will data science become common?,data science,178,1,1,1,1,1,1
Why has Python quickly become the go-to analysis tool for Data Science?,data science,71,1,1,1,0,2,1
"I know that I want to become a data scientist, should I go for a data science degree or should I choose a maths+CS degree?",data science,122,1,1,1,0,1,1
Which are the subjects a senior computer science student should be good at to become a data scientist?,data science,102,1,1,1,0,1,1
"As a beginner in Data Science realm, what online courses should one take to be industry ready or to become a good data scientist?",data science,129,1,1,1,1,1,1
Should I go for an MS in MIS or an MS in data science to become a data scientist or data analyst?,data science,97,1,1,1,0,1,1
Is it important to learn data science now? Will you get a good package if you become a data scientist?,data science,102,1,1,1,0,1,1
I’m taking a Master’s in Data Science and I am passionate about quantitative development and algorithmic trading. What path do you suggest for me to become a quant/algorithmic programmer?,data science,187,1,1,1,1,1,1
What's your view on data science as a career? What doors can it open for me if I become a good data scientist?,data science,110,1,1,1,0,1,1
Are SSIS and Informatica or IBM Cognos Analytics and Microsoft Power BI really good in 2018 or which tools are better to become a data analytics/data science for freshers?,data science,171,1,1,1,1,1,1
What are the other good areas to become a software developer other than web/mobile development and data science?,data science,112,1,1,1,0,1,1
"How do I become a data scientist? I have many years experience with SQL, modeling tools, and data analysis in the software and aerospace industry. I only know basic Python.",data science,172,1,1,1,1,2,1
"How can a physics graduate student, with no previous experience in data analysis and visualization, become an expert in data analysis and Python?",data science,145,1,1,1,1,1,1
How can I become good at research methods and data analysis?,data science,60,1,1,1,0,1,1
Is data analysis good career for me if I’m not that good at maths? How much time does it take to become data scientist and future prospect of data scientist? Is data analysis or scientist a very tough field than other programming fields?,data science,237,1,1,1,1,1,1
How can I become an expert in biological data analysis just by using the Internet. What are some good courses (paid/free)?,data science,122,1,1,1,0,1,1
Is Python the most important programming language for data analysis?,data science,68,1,1,1,0,1,1
I am starting my career as data analyst. Should I start learning R or Python as my first programming language?,data science,110,1,1,1,0,1,1
Why do you think Python is becoming a more popular data analysis language than R?,data science,81,1,1,1,0,1,1
I'm confused about data analysis and I'm also not good at programming/coding. I just want to become data analyst without programming/coding. Is there anything that I can do without programming/coding and become data analyst?,data science,224,1,1,1,1,1,1
"Which is better for data analysis, SQL or R?",data science,44,1,1,1,0,1,1
"If functional programming is more relevant than OOP for data analysis, why is Python becoming the lingua franca of data analysis?",data science,129,1,1,1,1,1,1
What are the reasons that Pandas is not yet able to become the most powerful toolkit for data analysis?,data science,103,1,1,1,0,1,1
"Which is better to become, a data scientist or business analysis, SQL with Python or SQL with C#?",data science,97,1,1,1,0,3,1
Why do you think Scala will become more popular than R for data analysis?,data science,73,1,1,1,0,1,1
"Which is a better course, M.Stat or PG diploma in statistical methods and analysis from ISI, if one has a goal to become a data scientist?",data science,138,1,1,1,1,1,1
"Can a business student become a data analyst? I am studying aviation management, but I am interested in Data Analysis. Im currently learning Tableau. What else should I do that can help me land a job in Data Analysis? Is learning python a must?",data science,244,1,1,1,1,1,1
Can I become good at topics like Machine Learning or Big data analysis if I am not very good at competitive programming?,data science,120,1,1,1,0,1,1
"I'm using LabVIEW for image processing, data analysis, measurement visualization and so on. Can Visual Studio (C#) become an alternative?",data science,137,1,1,1,1,1,1
"What are some technologies that I can learn to become good in automation, create quick (QA, Data analysis) tools for work in IT projects?",data science,137,1,1,1,1,1,1
Is it necessary to do data analysis if one wants to become a theoretical astrophysicist? I enjoy studying laws of physics that describe the universe but data analysis is not much fun.,data science,183,1,1,1,1,1,1
"Will the FRM certification help me, coming from a software/data analysis background if mu goal is to become a consultant in fintech?",data science,132,1,1,1,1,1,1
"I wanted become data analysis, can Google help me for training?",data science,63,1,1,1,0,1,1
Should I try to become a red hat architect or go into Data analysis after graduation in India? What are the pros and cons for someone graduating from the CSE department?,data science,169,1,1,1,1,1,1
"What senior profile best suits according to my knowledge? I have a good knowledge in data (SQL, excel, data analysis, python) and also good knowledge in QA automation (appium, python). Can I become a business analyst in future or any other profile",data science,247,1,1,1,1,3,1
"I am pursuing an MTech with specialization in data analysis and in the future, I want go for research. Which fields are good for me for research and what should be my approach to become a good researcher?",data science,204,1,1,1,1,1,1
"I am Senior BI analyst working on SQL programming, Microsoft Suite tools and Tableau visualization. With passion for data analysis is it right choice for me to become Data scientist?",data science,182,1,1,1,1,1,1
What profile best suits according to my knowledge. I am currently working in data analysis (ETL) and also in automation testing with appium in python.. So can I become a business analyst in future? Or any other profile.,data science,219,1,1,1,1,1,1
I changed my career path to data analysis two years ago. It is becoming difficult to move forward without a proper degree. Should I go for a master program in Data Science field? Or should I continue with my current job?,data science,220,1,1,1,1,1,1
Guys. I am mechanical engineer with 5 years of experience. But I have 3 years of employment gap during that period I have learned data science and technical analysis. Now I am planning to become full time trader. Is it good decision?,data science,233,1,1,1,1,1,1
How would a PL/SQL developer switch to become a data engineer?,data science,62,1,1,1,0,1,1
How can I become a big data engineer at Google?,data science,47,1,1,1,0,1,1
How could I become a data engineer or just become a good coder if I'm very bad at math?,data science,87,1,1,1,0,1,1
How hard is it to become a data engineer with skills only in SQL and poor programming skills?,data science,93,1,1,1,0,1,1
How important is it to know PostgreSQL to become a data engineer?,data science,65,1,1,1,0,2,1
"How do I build a good portfolio to become a data engineer, especially for a fresh graduate?",data science,91,1,1,1,0,1,1
How can a software engineer working in Java work towards becoming a data engineer?,data science,82,1,1,1,0,1,1
How can a Java Application Engineer become a Data Scientist?,data science,60,1,1,1,0,1,1
"I’m in my mid 30s, had a bachelor’s in philosophy. I’ve been working as a business analytics analyst for 5 years and using Excel, SQL, VBA, and SAS for my job. I would like to become a data scientist/data engineer. Which one is more doable, and how?",data science,249,1,1,1,1,2,1
I am in third year of Engineering and want to become a data scientist. But I'm completely confused where to start from. So how should I go about it?,data science,148,1,1,1,1,1,1
How do I start preparing to become a data scientist? I have data warehousing and SQL knowledge as a software engineer.,data science,118,1,1,1,0,1,1
How do I become a good software engineer given that I have been a data engineer for 3 years and working only on scripts & SQL?,data science,126,1,1,1,0,2,1
How can one become a good data scientist while studying computer engineering?,data science,77,1,1,1,0,1,1
Is it possible for a WordPress developer to become a machine learning engineer or a data scientist? How hard will it be to get a job in India?,data science,142,1,1,1,1,1,1
How can I be a good big data engineer?,data science,38,1,1,1,0,1,1
"As a software engineer in Chicago, how can a become a data scientist?",data science,69,1,1,1,0,1,1
How can an Oracle technical consultant with 5 years of experience become a data scientist or a machine learning engineer?,data science,121,1,1,1,0,1,1
"How do I become a data scientist and which camp to choose? I know beginner level programming, SQL and currently enrolled in software engineer 4 semester.",data science,153,1,1,1,1,1,1
How should an electronics engineer with a background in statistics and pattern recognition (from grad school about 5 years ago) go about becoming a data scientist? What kind of coursework or side projects would be the most useful?,data science,230,1,1,1,1,1,1
Working as SQL/PLSQL developer. Interested in Data side. How do I become Data engineer. What are the steps?,data science,107,1,1,1,0,1,1
"Can a data analyst who possess the knowledge of advanced Excel, Python, SQL, data visualisation, etc. become a machine learning engineer? If yes, how? What knowledge he'd have to gain or certification he has to do?",data science,214,1,1,1,1,2,1
How can I become a data scientist? What do I have to take in engineering? I have just completed my inter and I got 34612 in JEE Mains.,data science,134,1,1,1,1,1,1
How can we become a data scientist in India? What courses should I go to after a bachelor’s degree in computer engineering?,data science,123,1,1,1,0,1,1
"What should I do to become a great data scientist if I am currently an engineering student at IIT Roorkee and an intern at Nucleus Software, and I want to work with a firm like Google or Facebook?",data science,196,1,1,1,1,1,1
Can a data engineer become a good data scientist?,data science,49,1,1,1,0,1,1
Should I go for PhD in mathematics or CS to become a data scientist/Machine Learning Engineer?,data science,94,1,1,1,0,1,1
I am a software engineer (Android engineer) at a small company in the US and ultimately looking to be the CTO of a great company (co-founder or otherwise). Should I become a data scientist or a back end engineer? What things can I do or learn?,data science,243,1,1,1,1,1,1
Do we need to learn algorithms to become a data scientist or a machine learning engineer?,data science,89,1,1,1,0,1,1
Can an L2 level engineer working with SQL become a data scientist?,data science,66,1,1,1,0,1,1
What is most necessary with Python to become a data engineer?,data science,61,1,1,1,0,1,1
"What are the best recommendations for someone who is studying Information Technology Engineering and wants to become a data scientist? Which language do you suggest, R or Python?",data science,178,1,1,1,1,1,1
Can I ignore Scala if I want to become a data engineer?,data science,55,1,1,1,0,1,1
What does it take for a product manager (with an engineering degree) and a passion for statistics to become a data scientist? Will it be a good move monetarily given that I am doing great at my current job?,data science,206,1,1,1,1,1,1
What is the best way to become a data engineer (not a data scientist or an ML engineer) in the AWS cloud?,data science,105,1,1,1,0,1,1
What are the resources to master enough SQL to become considered for a data scientist or a machine learning engineer position?,data science,126,1,1,1,0,1,1
What are the skills required to become a Hadoop big data engineer?,data science,66,1,1,1,0,1,1
Why didn’t Ruby become popular for data engineering?,data science,52,1,1,1,0,1,1
Is it necessary to be a good data engineer to become a good data scientist?,data science,75,1,1,1,0,1,1
Is the position of a data engineer going to become more ubiquitous?,data science,67,1,1,1,0,1,1
I have background in SQL and ERP. I want to become a data engineer in 2020. What should be my road map of learning big data technology?,data science,135,1,1,1,1,1,1
"As a data analyst with a long term goal of becoming a data engineer, would it make sense to first transition to a data scientist role and then to a data engineer?",data science,162,1,1,1,1,1,1
Is it any chance to become a big data engineer without having Java knowledge or coding knowledge?,data science,97,1,1,1,0,1,1
"Is having skills like web or Android development valuable for someone who desires to become a data scientist, or am I just wasting my time? Note that I am studying IT engineering.",data science,179,1,1,1,1,1,1
Do I need to learn data structures and algorithms if I am focusing on becoming a data engineer in a year?,data science,105,1,1,1,0,1,1
Can I become a data scientist with computer science and system engineering (CSSE)?,data science,82,1,1,1,0,1,1
"As a Python developer finishing school to become a data engineer, would it be more beneficial to get a degree in data analytics or in computer science?",data science,151,1,1,1,1,1,1
What are the skills needed to become a data analyst? Is it good for a mechanical engineer graduate.,data science,99,1,1,1,0,1,1
What will happen if data science becomes common like an MBA or engineering? Will people still be getting jobs and a good salary?,data science,128,1,1,1,0,1,1
How do I become an Oracle data scientist or an Oracle machine learning engineer?,data science,80,1,1,1,0,1,1
I complete my engineering in IT. Now my goal is I want to become a data scientist. What are some basic things to start with?,data science,124,1,1,1,0,1,1
I am a mechanical engineer and I want to become a data scientist but I don't have any programming background. Which way is the best to be a data scientist? Can I go for an MSc in statistics or directly start a PGD in data science?,data science,230,1,1,1,1,1,1
I'm graduating from a tier 3 engineering college and about to join Mu Sigma as TDS. What should be my game plan to become a data scientist at a good company in the coming 2-3 years?,data science,181,1,1,1,1,1,1
What are some resources to learn the skills necessary to become a data engineer (provided I'm already moderately skilled in Python and SQL)?,data science,140,1,1,1,1,2,1
Should I major in computer science or data science if my goal is to become a big data engineer?,data science,95,1,1,1,0,1,1
Can I become good data scientist or machine learning engineer if I don't have market experience in software developing?,data science,119,1,1,1,0,1,1
Is pursuing a PhD degree concentrating in financial engineering and data science from Ivy League a good way to become an executive consultant for organizational decision making?,data science,177,1,1,1,1,1,1
Will it be possible for a 32 year old Indian call center agent like me to become a software engineer or a Data scientist in a company like Google?,data science,146,1,1,1,1,1,1
I am a 35-year-old computer science graduate working as a systems engineer for a data market company. Do I need to go back to college to become a data scientist or can I learn the career myself?,data science,194,1,1,1,1,1,1
"Are there any good ways to identify over your previous work experience as a software engineer or mathematics education? Should I stay as a software engineer, or become a data scientist/engineer?",data science,194,1,1,1,1,1,1
Should I go for a data science master’s or start a completely new computer science BSc after a pure math BSc if I want to become a software engineer / programmer?,data science,162,1,1,1,1,1,1
Is it good to become a petroleum data analyst after having a petroleum engineering degree with basic knowledge in programming instead of going to a rig since I have no desire for huge salary and no passion for it?,data science,213,1,1,1,1,1,1
"What is one skill or language to learn to become a modern day data engineer? I have RDBMS/SQL/ETL experience. With this skill set, I am unable to land a job.",data science,157,1,1,1,1,1,1
"Who becomes a good data scientist, a statistician or an engineer?",data science,65,1,1,1,0,1,1
"Should a mechanical engineering graduate with very little computer science knowledge and who has interest in mathematics go for becoming a data scientist? If so, what should be the approach?",data science,190,1,1,1,1,1,1
Can a computer science engineer become a data analyst by learning Python?,data science,73,1,1,1,0,1,1
